date_of_contract,municipality_name,zone_name,real_estate_type,area_in_square_meters,price_per_square_foot
2020-08-26,Al Rayyan,Muaither,Residence,716,285.454
2020-08-26,Al Rayyan,Al Maamoura,Residence,649,425.065
2020-08-26,Al Rayyan,Ain Khalid,Vacant Land,2137,347.786
2020-08-26,Al Rayyan,Fereej Al Murrah,Multi-purpose Building,607,1821.313
2020-08-25,Al Rayyan,Al Aziziya,Residence,1250,267.559
2020-08-25,Al Rayyan,Ain Khalid,Residence,900,330.319
2020-08-25,Al Rayyan,Old Al Rayyan,Residence,4700,365.679
2020-08-25,Al Rayyan,Luaib,Apartment Complex,5846,635.664
2020-08-25,Al Rayyan,Muraikh,Vacant Land,396,335.48
2020-08-24,Al Rayyan,Ain Khalid,Residence,620,449.527
2020-08-24,Al Rayyan,Al Aziziya,Residence,817,397.064
2020-08-23,Al Rayyan,New Al Rayyan,Residence,550,574.305
2020-08-20,Al Rayyan,Bu Sidra,Residence,955,300.007
2020-08-20,Al Rayyan,Bu Sidra,Residence,772,276.781
2020-08-20,Al Rayyan,Al Mearad,Residence,448,394.005
2020-08-20,Al Rayyan,Gharrafat Al Rayyan,Residence,511,397.064
2020-08-20,Al Rayyan,Mebaireek,Vacant Land,1,162.986
2020-08-20,Al Rayyan,Al Maamoura,Residence,418,588.974
2020-08-20,Al Rayyan,Gharrafat Al Rayyan,Residence,525,601.653
2020-08-19,Al Rayyan,Umm Al Senaim,Apartment Complex,5,371.255
2020-08-19,Al Rayyan,Muaither,Residence,359,332.586
2020-08-19,Al Rayyan,Umm Al Senaim,Apartment Complex,5,527.957
2020-08-19,Al Rayyan,Fereej Al Soudan,Vacant Land,10,308.008
2020-08-19,Al Rayyan,Muaither,Residence,391,331.006
2020-08-19,Al Rayyan,Al Gharrafa,Vacant Land,1,375.996
2020-08-18,Al Rayyan,Izghawa,Vacant Land,779,310.072
2020-08-18,Al Rayyan,New Al Rayyan,Residence,611,653.813
2020-08-18,Al Rayyan,Al Gharrafa,Residence,570,896.425
2020-08-18,Al Rayyan,Bu Hamour,Residence,728,567.234
2020-08-18,Al Rayyan,Muaither,Residence,174,327.062
2020-08-18,Al Rayyan,Al Sheehaniya,Residence,1,165.195
2020-08-18,Al Rayyan,Gharrafat Al Rayyan,Residence,570,554.154
2020-08-18,Al Rayyan,New  Al Ghanim,Residence,418,444.508
2020-08-18,Al Rayyan,Al Gharrafa,Residence,898,403.473
2020-08-18,Al Rayyan,Mebaireek,Residence,1,372.54
2020-08-18,Al Rayyan,Muraikh,Vacant Land,540,352.685
2020-08-17,Al Rayyan,New Al Rayyan,Residence,669,694.337
2020-08-17,Al Rayyan,Izghawa,Vacant Land,900,412.899
2020-08-17,Al Rayyan,Fereej Al Murrah,Residence,688,492.868
2020-08-17,Al Rayyan,Muraikh,Vacant Land,617,357.455
2020-08-17,Al Rayyan,Muaither,Vacant Land,1,300.007
2020-08-17,Al Rayyan,Muraikh,Vacant Land,30,245.006
2020-08-16,Al Rayyan,New Al Rayyan,Residence,1,362.063
2020-08-16,Al Rayyan,New Al Rayyan,Vacant Land,1,292.301
2020-08-13,Al Rayyan,New Al Rayyan,Multi-purpose Building,903,1748.991
2020-08-13,Al Rayyan,New  Al Ghanim,Residence,241,366.212
2020-08-13,Al Rayyan,Al Waab,Vacant Land,1673,455.466
2020-08-13,Al Rayyan,Al Waab,Vacant Land,2512,455.466
2020-08-13,Al Rayyan,Al Waab,Vacant Land,1624,455.466
2020-08-12,Al Rayyan,Bu Hamour,Residence,788,471.585
2020-08-12,Al Rayyan,Izghawa,Vacant Land,901,272.998
2020-08-12,Al Rayyan,New Al Rayyan,Residence,559,648.155
2020-08-12,Al Rayyan,Bu Hamour,Residence,723,334.088
2020-08-11,Al Rayyan,Ain Khalid,Residence,438,657.527
2020-08-11,Al Rayyan,Muaither,Residence,1,313.33
2020-08-11,Al Rayyan,New Al Rayyan,Residence,611,532.173
2020-08-11,Al Rayyan,Ain Khalid,Residence,421,684.078
2020-08-11,Al Rayyan,Muraikh,Vacant Land,606,315.04
2020-08-11,Al Rayyan,Muaither,Residence,729,467.231
2020-08-11,Al Rayyan,Muraikh,Residence,1,233.618
2020-08-11,Al Rayyan,Muaither,Vacant Land,2,225.179
2020-08-10,Al Rayyan,Izghawa,Residence,490,587.749
2020-08-10,Al Rayyan,Al Aziziya,Residence,936,280.007
2020-08-09,Al Rayyan,Al Sailiya,Residence,1,210.005
2020-08-09,Al Rayyan,Al Aziziya,Residence,1,401.515
2020-08-09,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,4,199.986
2020-08-09,Al Rayyan,Fereej Al Murrah,Residence,747,224.296
2020-08-09,Al Rayyan,Fereej Al Murrah,Residence,2,327.062
2020-08-09,Al Rayyan,Izghawa,Vacant Land,930,250.0
2020-08-09,Al Rayyan,Rawdat Egdaim,Vacant Land,945,290.012
2020-07-29,Al Rayyan,Bu Hamour,Vacant Land,525,353.913
2020-07-29,Al Rayyan,Fereej Al Murrah,Residence,793,351.459
2020-07-28,Al Rayyan,Al Gharrafa,Vacant Land,799,290.683
2020-07-28,Al Rayyan,Izghawa,Vacant Land,966,250.0
2020-07-28,Al Rayyan,New Al Rayyan,Residence,1,302.769
2020-07-28,Al Rayyan,Al Sheehaniya,Vacant Land,1,115.503
2020-07-28,Al Rayyan,Al Mearad,Vacant Land,900,206.449
2020-07-27,Al Rayyan,New Al Rayyan,Residence,870,362.063
2020-07-27,Al Rayyan,New Al Rayyan,Residence,880,295.598
2020-07-27,Al Rayyan,Al Gharrafa,Residence,408,592.024
2020-07-27,Al Rayyan,Luaib,Residence,593,751.991
2020-07-27,Al Rayyan,Muraikh,Vacant Land,617,344.958
2020-07-27,Al Rayyan,Al Maamoura,Residence,1003,416.869
2020-07-27,Al Rayyan,Al Maamoura,Residence,914,471.769
2020-07-27,Al Rayyan,Fereej Al Manaseer,Residential Building,1,1006.441
2020-07-27,Al Rayyan,Muraikh,Vacant Land,624,334.984
2020-07-27,Al Rayyan,Muaither,Residence,666,327.062
2020-07-27,Al Rayyan,Muaither,Residence,1,327.062
2020-07-26,Al Rayyan,Muaither,Vacant Land,449,264.103
2020-07-26,Al Rayyan,Gharrafat Al Rayyan,Residence,408,569.254
2020-07-26,Al Rayyan,Muaither,Residence,421,441.341
2020-07-26,Al Rayyan,Fereej Al Soudan,Residence,1,323.983
2020-07-26,Al Rayyan,Muaither,Vacant Land,408,296.012
2020-07-26,Al Rayyan,Muaither,Vacant Land,715,233.88
2020-07-23,Al Rayyan,Bu Sidra,Residence,624,253.099
2020-07-23,Al Rayyan,Izghawa,Vacant Land,900,260.126
2020-07-23,Al Rayyan,Al Waab,Multi-purpose Building,900,1468.556
2020-07-23,Al Rayyan,Muaither,Vacant Land,800,300.007
2020-07-23,Al Rayyan,Mebaireek,Residence,990,187.681
2020-07-22,Al Rayyan,Bani Hajer,Residence,630,515.551
2020-07-22,Al Rayyan,Izghawa,Vacant Land,929,260.006
2020-07-22,Al Rayyan,Al Mearad,Vacant Land,1160,280.309
2020-07-21,Al Rayyan,Al Maamoura,Vacant Land,450,309.674
2020-07-21,Al Rayyan,Umm Al Senaim,Residence,1200,371.609
2020-07-21,Al Rayyan,Gharrafat Al Rayyan,Residence,814,467.935
2020-07-21,Al Rayyan,Muaither,Residence,430,388.893
2020-07-20,Al Rayyan,New Al Rayyan,Vacant Land,724,248.94
2020-07-20,Al Rayyan,Al Gharrafa,Vacant Land,697,280.287
2020-07-20,Al Rayyan,Al Maamoura,Vacant Land,947,280.007
2020-07-20,Al Rayyan,Fereej Al Murrah,Vacant Land,758,275.765
2020-07-20,Al Rayyan,Ain Khalid,Vacant Land,493,279.837
2020-07-20,Al Rayyan,Muaither,Residence,900,327.062
2020-07-19,Al Rayyan,Bu Hamour,Residence,1003,379.76
2020-07-19,Al Rayyan,Rawdat Aba Al Heeran,Vacant Land,1152,241.933
2020-07-19,Al Rayyan,Ain Khalid,Residence,470,479.336
2020-07-19,Al Rayyan,New Al Rayyan,Vacant Land,613,287.952
2020-07-19,Al Rayyan,Mebaireek,Residence,1165,292.061
2020-07-16,Al Rayyan,Al Mearad,Residence,900,227.094
2020-07-15,Al Rayyan,Al Aziziya,Vacant Land,1713,305.313
2020-07-15,Al Rayyan,Al Aziziya,Residence,927,400.873
2020-07-15,Al Rayyan,Umm Al Senaim,Vacant Land,1588,310.064
2020-07-15,Al Rayyan,Gharrafat Al Rayyan,Residence,408,432.633
2020-07-15,Al Rayyan,Mebaireek,Residence,1164,292.061
2020-07-14,Al Rayyan,Al Gharrafa,Residence,565,567.634
2020-07-14,Al Rayyan,Al Luqta,Vacant Land,318,321.36
2020-07-14,Al Rayyan,Bani Hajer,Vacant Land,900,247.739
2020-07-14,Al Rayyan,Bu Hamour,Vacant Land,558,359.622
2020-07-13,Al Rayyan,Al Thumaid,Vacant Land,913,300.308
2020-07-13,Al Rayyan,Al Aziziya,Residence,802,463.353
2020-07-13,Al Rayyan,Al Maamoura,Residence,1108,397.018
2020-07-13,Al Rayyan,Al Waab,Multi-purpose Building,697,1961.27
2020-07-13,Al Rayyan,Bu Hamour,Residence,330,619.348
2020-07-13,Al Rayyan,Muaither,Vacant Land,1226,210.659
2020-07-13,Al Rayyan,Muaither,Residence,408,535.099
2020-07-13,Al Rayyan,Al Maamoura,Vacant Land,1440,322.577
2020-07-13,Al Rayyan,Al Maamoura,Residence,1010,435.479
2020-07-13,Al Rayyan,Bu Sidra,Residence,1219,457.271
2020-07-12,Al Rayyan,Fereej Al Soudan,Residence,499,707.472
2020-07-12,Al Rayyan,Muaither,Residence,446,458.262
2020-07-12,Al Rayyan,Muaither,Residence,630,427.645
2020-07-12,Al Rayyan,Fereej Al Murrah,Residence,750,327.062
2020-07-12,Al Rayyan,Muraikh,Vacant Land,540,352.685
2020-07-09,Al Rayyan,Al Luqta,Residence,1273,364.895
2020-07-09,Al Rayyan,Izghawa,Residence,379,730.472
2020-07-08,Al Rayyan,Fereej Al Murrah,Residence,750,235.352
2020-07-07,Al Rayyan,Al Mearad,Residence,900,309.674
2020-07-07,Al Rayyan,New Al Rayyan,Residence,507,366.478
2020-07-07,Al Rayyan,Old Al Rayyan,Residence,596,498.804
2020-07-07,Al Rayyan,Fereej Al Soudan,Residential Building,939,1118.0
2020-07-06,Al Rayyan,Al Aziziya,Residence,945,393.237
2020-07-06,Al Rayyan,Al Maamoura,Vacant Land,928,400.01
2020-07-06,Al Rayyan,Gharrafat Al Rayyan,Residence,858,397.064
2020-07-06,Al Rayyan,Muaither,Residence,327,397.747
2020-07-06,Al Rayyan,Bani Hajer,Vacant Land,1116,245.006
2020-07-06,Al Rayyan,Bu Hamour,Vacant Land,860,302.472
2020-07-06,Al Rayyan,Bu Hamour,Vacant Land,900,289.029
2020-07-06,Al Rayyan,Al Aziziya,Residence,945,348.998
2020-07-06,Al Rayyan,Bu Hamour,Vacant Land,868,299.685
2020-07-06,Al Rayyan,Gharrafat Al Rayyan,Residence,598,397.064
2020-07-05,Al Rayyan,New Al Rayyan,Residence,495,563.044
2020-07-05,Al Rayyan,Al Aziziya,Residence,1334,397.064
2020-07-05,Al Rayyan,Umm Al Senaim,Vacant Land,609,346.286
2020-07-05,Al Rayyan,Bu Sidra,Residence,990,129.969
2020-07-02,Al Rayyan,Al Aziziya,Vacant Land,569,329.746
2020-07-02,Al Rayyan,Al Gharrafa,Vacant Land,724,256.636
2020-07-02,Al Rayyan,Mehairja,Vacant Land,600,441.286
2020-07-01,Al Rayyan,Bu Hamour,Residence,630,501.377
2020-07-01,Al Rayyan,Bu Hamour,Multi-purpose Building,1,3055.996
2020-06-30,Al Rayyan,Al Maamoura,Multi-purpose Building,443,2044.689
2020-06-30,Al Rayyan,Ain Khalid,Vacant Land,464,280.309
2020-06-29,Al Rayyan,Muaither,Vacant Land,514,325.339
2020-06-29,Al Rayyan,Ain Khalid,Apartment Complex,2925,39.781
2020-06-29,Al Rayyan,Mebaireek,Residence,1,350.575
2020-06-29,Al Rayyan,Bu Sidra,Residence,1,356.289
2020-06-28,Al Rayyan,Bu Hamour,Residence,652,648.321
2020-06-25,Al Rayyan,New Al Rayyan,Residence,840,362.063
2020-06-25,Al Rayyan,Bu Hamour,Vacant Land,650,357.316
2020-06-25,Al Rayyan,Muaither,Residence,913,274.738
2020-06-25,Al Rayyan,Muaither,Residence,598,466.065
2020-06-25,Al Rayyan,Bu Hamour,Vacant Land,639,363.467
2020-06-25,Al Rayyan,Bu Hamour,Vacant Land,655,354.589
2020-06-25,Al Rayyan,Ain Khalid,Residence,452,493.286
2020-06-24,Al Rayyan,Al Gharrafa,Residence,912,305.6
2020-06-24,Al Rayyan,Al Mearad,Residence,1200,212.901
2020-06-23,Al Rayyan,Al Gharrafa,Residence,575,484.707
2020-06-21,Al Rayyan,Ain Khalid,Vacant Land,420,597.229
2020-06-18,Al Rayyan,Umm Al Senaim,Vacant Land,609,346.286
2020-06-17,Al Rayyan,Izghawa,Vacant Land,1,368.294
2020-06-17,Al Rayyan,Izghawa,Vacant Land,1,312.014
2020-06-17,Al Rayyan,Izghawa,Vacant Land,1,333.116
2020-06-17,Al Rayyan,Bu Hamour,Vacant Land,658,280.007
2020-06-17,Al Rayyan,Ain Khalid,Vacant Land,1,280.007
2020-06-17,Al Rayyan,Izghawa,Vacant Land,779,357.775
2020-06-17,Al Rayyan,Bu Hamour,Vacant Land,695,280.007
2020-06-17,Al Rayyan,Bu Hamour,Vacant Land,722,280.007
2020-06-17,Al Rayyan,Bu Hamour,Vacant Land,845,280.007
2020-06-17,Al Rayyan,Ain Khalid,Vacant Land,1,280.007
2020-06-17,Al Rayyan,Muaither,Vacant Land,467,517.229
2020-06-17,Al Rayyan,Muaither,Residence,468,794.036
2020-06-17,Al Rayyan,Izghawa,Vacant Land,901,371.197
2020-06-17,Al Rayyan,Izghawa,Vacant Land,929,308.008
2020-06-17,Al Rayyan,Izghawa,Vacant Land,1,339.335
2020-06-17,Al Rayyan,Al Gharrafa,Residence,585,444.66
2020-06-17,Al Rayyan,Bu Hamour,Vacant Land,552,280.007
2020-06-17,Al Rayyan,Bu Hamour,Vacant Land,668,280.007
2020-06-17,Al Rayyan,Ain Khalid,Vacant Land,1,280.007
2020-06-16,Al Rayyan,Fereej Al Manaseer,Residence,900,268.384
2020-06-16,Al Rayyan,Muaither,Residential Building,7,1285.742
2020-06-16,Al Rayyan,Izghawa,Residence,490,425.065
2020-06-15,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,418,355.607
2020-06-15,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,421,353.073
2020-06-14,Al Rayyan,Al Aziziya,Vacant Land,1,271.417
2020-06-14,Al Rayyan,Luaib,Residence,561,314.642
2020-06-14,Al Rayyan,Muaither,Vacant Land,960,280.642
2020-06-11,Al Rayyan,Umm Al Senaim,Apartment Complex,5,637.19
2020-06-11,Al Rayyan,Mehairja,Residence,2,417.245
2020-06-10,Al Rayyan,Bu Hamour,Vacant Land,1,282.68
2020-06-10,Al Rayyan,Al Gharrafa,Vacant Land,875,228.274
2020-06-10,Al Rayyan,Gharrafat Al Rayyan,Residence,525,583.957
2020-06-09,Al Rayyan,Al Maamoura,Vacant Land,517,449.237
2020-06-09,Al Rayyan,Al Maamoura,Vacant Land,516,450.108
2020-06-09,Al Rayyan,Muaither,Multi-purpose Building,841,1104.664
2020-06-09,Al Rayyan,Ain Khalid,Vacant Land,450,474.834
2020-06-08,Al Rayyan,New Al Rayyan,Residence,748,245.048
2020-06-08,Al Rayyan,New Al Rayyan,Residence,420,486.631
2020-06-08,Al Rayyan,Bu Hamour,Vacant Land,450,392.254
2020-06-08,Al Rayyan,Gharrafat Al Rayyan,Residence,1,282.529
2020-06-04,Al Rayyan,Al Aziziya,Residence,606,397.063007818488
2020-06-04,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,662,399.997193376368
2020-06-04,Al Rayyan,New Al Rayyan,Residence,882,368.653886665262
2020-06-03,Al Rayyan,Gharrafat Al Rayyan,Residence,1118,397.036061487329
2020-06-03,Al Rayyan,Al Aziziya,Vacant Land,420,279.999778809998
2020-06-02,Al Rayyan,Mebaireek,Vacant Land,1197,217.306946061312
2020-06-02,Al Rayyan,Al Mearad,Residence,1230,226.586102719033
2020-06-02,Al Rayyan,Muaither,Residence,1116,327.051777241322
2020-06-02,Al Rayyan,Al Gharrafa,Residence,427,398.085708070481
2020-06-01,Al Rayyan,New Al Rayyan,Vacant Land,1408,268.84349432568
2020-06-01,Al Rayyan,Gharrafat Al Rayyan,Residence,1118,253.427503115912
2020-06-01,Al Rayyan,Muraikh,Vacant Land,617,289.822342667871
2020-06-01,Al Rayyan,Mehairja,Residence,465,519.376747902517
2020-06-01,Al Rayyan,Bu Hamour,Vacant Land,558,316.297652738472
2020-05-31,Al Rayyan,Bu Hamour,Vacant Land,442,514.922236233712
2020-05-31,Al Rayyan,Bu Hamour,Vacant Land,441,516.115441331367
2020-05-18,Al Rayyan,Umm Al Senaim,Apartment Complex,5,360.809
2020-05-18,Al Rayyan,Izghawa,Vacant Land,969,399.769916594766
2020-05-18,Al Rayyan,Izghawa,Vacant Land,987,395.331325301205
2020-05-18,Al Rayyan,Izghawa,Vacant Land,996,391.754500513012
2020-05-18,Al Rayyan,Izghawa,Vacant Land,1009,395.911978639168
2020-05-18,Al Rayyan,Muraikh,Residence,960,454.809367137604
2020-05-18,Al Rayyan,Izghawa,Vacant Land,966,394.306597422581
2020-05-18,Al Rayyan,Izghawa,Vacant Land,979,399.506547732017
2020-05-18,Al Rayyan,Al Aziziya,Vacant Land,400,399.973060845332
2020-05-17,Al Rayyan,Al Aziziya,Residence,1019,328.197647916857
2020-05-17,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,845,406.772207563764
2020-05-17,Al Rayyan,Gharrafat Al Rayyan,Residence,625,445.89774078478
2020-05-17,Al Rayyan,Fereej Al Manaseer,Vacant Land,888,230.149597238205
2020-05-17,Al Rayyan,Muaither,Vacant Land,749,992.186531067841
2020-05-17,Al Rayyan,Mehairja,Vacant Land,465,339.592489013184
2020-05-17,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,613,389.452947416275
2020-05-14,Al Rayyan,Muaither,Residence,625,209.989595719382
2020-05-14,Al Rayyan,Muaither,Residence,1576,264.972883753832
2020-05-14,Al Rayyan,Al Aziziya,Multi-purpose Building,1126,1237.52165662899
2020-05-14,Al Rayyan,New Al Rayyan,Vacant Land,580,304.292120435618
2020-05-14,Al Rayyan,Bani Hajer,Residence,4388,275.237127371274
2020-05-14,Al Rayyan,New Al Rayyan,Vacant Land,549,423.011844331641
2020-05-14,Al Rayyan,New Al Rayyan,Vacant Land,600,349.975847654436
2020-05-13,Al Rayyan,Al Sheehaniya,Residence,951,130.546283896887
2020-05-13,Al Rayyan,Al Aziziya,Residence,567,397.01130406291
2020-05-12,Al Rayyan,Old Al Rayyan,Vacant Land,44456,313.466521775474
2020-05-11,Al Rayyan,Muaither,Vacant Land,630,243.291064582719
2020-05-11,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,1292,359.531171352556
2020-05-10,Al Rayyan,Bani Hajer,Vacant Land,768,245.841615231719
2020-05-07,Al Rayyan,New Al Rayyan,Residence,615,234.144
2020-05-06,Al Rayyan,Old Al Rayyan,Residence,257,567.234
2020-05-05,Al Rayyan,New Al Rayyan,Residence,738,308.415
2020-05-05,Al Rayyan,Fereej AlZaeem,Residence,364,357.316
2020-05-05,Al Rayyan,Al Maamoura,Residence,439,444.407
2020-05-04,Al Rayyan,Muraikh,Residence,568,654.236179260713
2020-05-03,Al Rayyan,Muaither,Residence,509,474.55
2020-04-30,Al Rayyan,Muaither,Apartment Complex,15660,296.623
2020-04-30,Al Rayyan,New Al Rayyan,Residence,750,362.063
2020-04-28,Al Rayyan,Mebaireek,Residence,1197,155.225
2020-04-26,Al Rayyan,New Al Rayyan,Vacant Land,1408,263.927
2020-04-26,Al Rayyan,Luaib,Residence,925,311.348
2020-04-26,Al Rayyan,New Al Rayyan,Residence,577,555.481
2020-04-23,Al Rayyan,Al Gharrafa,Residence,642,397.344
2020-04-23,Al Rayyan,Muaither,Vacant Land,630,210.005
2020-04-23,Al Rayyan,New Al Rayyan,Vacant Land,613,287.952
2020-04-23,Al Rayyan,Bu Hamour,Vacant Land,525,280.007
2020-04-23,Al Rayyan,Ain Khalid,Vacant Land,840,400.01
2020-04-21,Al Rayyan,Lebday,Residence,3,369.675
2020-04-21,Al Rayyan,New Al Rayyan,Residence,554,402.465
2020-04-20,Al Rayyan,Al Gharrafa,Vacant Land,532,232.838
2020-04-20,Al Rayyan,Al Gharrafa,Vacant Land,798,232.838
2020-04-20,Al Rayyan,Muraikh,Vacant Land,479,252.136
2020-04-20,Al Rayyan,Muraikh,Vacant Land,590,236.192
2020-04-19,Al Rayyan,Mehairja,Residence,2,305.096
2020-04-16,Al Rayyan,Al Mashaf,Residence,1,201.961
2020-04-16,Al Rayyan,Al Aziziya,Multi-purpose Building,917,1661.502
2020-04-15,Al Rayyan,Gharrafat Al Rayyan,Residence,593,397.064
2020-04-14,Al Rayyan,New Al Rayyan,Residence,900,309.674
2020-04-14,Al Rayyan,Muaither,Vacant Land,2,101.475
2020-04-13,Al Rayyan,Al Mearad,Residence,453,410.165
2020-04-12,Al Rayyan,Muaither,Vacant Land,490,293.875
2020-04-12,Al Rayyan,Lebday,Vacant Land,982,208.131
2020-04-12,Al Rayyan,Mebaireek,Residence,759,367.203
2020-04-12,Al Rayyan,Muaither,Vacant Land,491,293.276
2020-04-09,Al Rayyan,Umm Al Senaim,Residence,816,523.714
2020-04-09,Al Rayyan,Ain Khalid,Residence,818,431.575
2020-04-08,Al Rayyan,Muaither,Residence,957,400.069
2020-04-08,Al Rayyan,Bani Hajer,Residence,2,266.167
2020-04-06,Al Rayyan,Mebaireek,Residence,1,292.061
2020-04-06,Al Rayyan,Bu Hamour,Residence,481,540.803
2020-04-06,Al Rayyan,Muaither,Residence,725,422.865
2020-04-05,Al Rayyan,New Al Rayyan,Residence,743,362.063
2020-03-31,Al Rayyan,Mebaireek,Residence,759,214.202
2020-03-30,Al Rayyan,Muaither,Residence,3,333.381
2020-03-30,Al Rayyan,Fereej Al Soudan,Residence,1,318.276
2020-03-29,Al Rayyan,Umm Al Senaim,Residence,1,363.463
2020-03-26,Al Rayyan,Muaither,Vacant Land,475,310.0
2020-03-26,Al Rayyan,Rawdat Egdaim,Vacant Land,906,256.353
2020-03-25,Al Rayyan,Al Maamoura,Vacant Land,439,279.342
2020-03-25,Al Rayyan,Mebaireek,Residence,1,245.634
2020-03-23,Al Rayyan,Rawdat Aba Al Heeran,Residence,1,491.608
2020-03-23,Al Rayyan,Muaither,Vacant Land,407,299.935
2020-03-23,Al Rayyan,Muaither,Vacant Land,1,322.946
2020-03-22,Al Rayyan,Bu Hamour,Vacant Land,957,262.107
2020-03-22,Al Rayyan,Muraikh,Residence,450,392.254
2020-03-22,Al Rayyan,Bu Hamour,Residence,439,423.245
2020-03-19,Al Rayyan,Ain Khalid,Residence,1,567.0
2020-03-19,Al Rayyan,Fereej Al Soudan,Vacant Land,577,280.007
2020-03-19,Al Rayyan,Muraikh,Residence,11,391.299
2020-03-18,Al Rayyan,Muraikh,Residence,450,516.124
2020-03-18,Al Rayyan,Umm Al Senaim,Residence,1,778.849
2020-03-18,Al Rayyan,Gharrafat Al Rayyan,Vacant Land,448,367.047
2020-03-18,Al Rayyan,Muraikh,Residence,592,392.324
2020-03-16,Al Rayyan,Al Gharrafa,Vacant Land,756,280.287
2020-03-16,Al Rayyan,Luaib,Vacant Land,700,345.066
2020-03-15,Al Rayyan,Al Gharrafa,Residence,1,679.928
2020-03-15,Al Rayyan,Muaither,Vacant Land,486,286.735
2020-03-15,Al Rayyan,Muaither,Residence,385,482.609
2020-03-15,Al Rayyan,Al Aziziya,Commercial Building,2,2040.147
2020-03-12,Al Rayyan,Al Sheehaniya,Residence,1,232.559
2020-03-12,Al Rayyan,Muaither,Residence,349,716.066
2020-03-11,Al Rayyan,Bu Sidra,Vacant Land,1,237.168
2020-03-11,Al Rayyan,Ain Khalid,Residence,569,489.819
2020-03-11,Al Rayyan,Al Aziziya,Commercial Building,1,1304.585
2020-03-11,Al Rayyan,Muaither,Residence,600,387.093
2020-03-11,Al Rayyan,Ain Khalid,Residence,619,750.422
2020-03-11,Al Rayyan,Muraikh,Residence,660,365.979
2020-03-11,Al Rayyan,Muaither,Residence,748,372.603
2020-03-10,Al Rayyan,Al Gharrafa,Residence,643,433.448
2020-03-09,Al Rayyan,Fereej Al Murrah,Residence,2,330.5
2020-03-09,Al Rayyan,Luaib,Residence,593,704.992
2020-03-05,Al Rayyan,New Al Rayyan,Residence,752,321.205
2020-03-05,Al Rayyan,New Al Rayyan,Multi-purpose Building,880,2111.415
2020-03-05,Al Rayyan,Izghawa,Residence,895,335.847
2020-03-05,Al Rayyan,Rawdat Egdaim,Vacant Land,1162,311.806
2020-03-04,Al Rayyan,Al Gharrafa,Residence,1945,477.647
2020-03-04,Al Rayyan,Al Mearad,Residence,900,340.642
2020-03-04,Al Rayyan,Fereej Al Manaseer,Vacant Land,906,221.899
2020-03-04,Al Rayyan,Muraikh,Multi-purpose Building,13069,287.898
2020-03-04,Al Rayyan,Muaither,Residence,348,400.441
2020-03-04,Al Rayyan,New Al Rayyan,Vacant Land,931,284.395
2020-03-03,Al Rayyan,New Al Rayyan,Residence,528,439.878
2020-03-03,Al Rayyan,Gharrafat Al Rayyan,Residence,525,557.414
2020-03-03,Al Rayyan,Muaither,Vacant Land,388,323.242
2020-03-02,Al Rayyan,Umm Al Senaim,Residence,1206,693.3
2020-03-02,Al Rayyan,Muaither,Vacant Land,600,325.158
2020-03-02,Al Rayyan,Muaither,Residence,582,327.062
2020-03-02,Al Rayyan,Muraikh,Vacant Land,617,299.937
2020-03-01,Al Rayyan,Al Mearad,Residence,915,213.218
2020-03-01,Al Rayyan,Al Maamoura,Vacant Land,1218,332.557
2020-02-27,Al Rayyan,Muaither,Residence,402,327.062
2020-02-27,Al Rayyan,Muaither,Vacant Land,528,327.062
2020-02-27,Al Rayyan,Mebaireek,Residence,1,292.061
2020-02-27,Al Rayyan,Muaither,Residence,552,269.282
2020-02-27,Al Rayyan,Muaither,Residence,435,469.851
2020-02-27,Al Rayyan,Izghawa,Vacant Land,752,370.621
2020-02-27,Al Rayyan,Rawdat Egdaim,Vacant Land,906,274.913
2020-02-27,Al Rayyan,Muaither,Residence,548,271.247
2020-02-26,Al Rayyan,Bu Hamour,Residence,441,505.591
2020-02-26,Al Rayyan,Bu Hamour,Residence,630,464.511
2020-02-26,Al Rayyan,Lebday,Residence,409,369.792
2020-02-26,Al Rayyan,Muraikh,Residence,1,271.644
2020-02-26,Al Rayyan,New Al Rayyan,Residence,806,279.185
2020-02-26,Al Rayyan,New Al Rayyan,Residence,584,413.606
2020-02-26,Al Rayyan,Gharrafat Al Rayyan,Residence,450,280.007
2020-02-26,Al Rayyan,Bu Hamour,Residence,442,525.465
2020-02-25,Al Rayyan,Al Gharrafa,Apartment Complex,10,450.152
2020-02-25,Al Rayyan,Bu Sidra,Residence,626,281.972
2020-02-25,Al Rayyan,Bu Hamour,Residence,450,516.124
2020-02-25,Al Rayyan,Bu Hamour,Residence,450,485.156
2020-02-25,Al Rayyan,Gharrafat Al Rayyan,Residence,508,365.757
2020-02-24,Al Rayyan,Gharrafat Al Rayyan,Residence,816,290.32
2020-02-23,Al Rayyan,Al Gharrafa,Residence,881,400.714
2020-02-23,Al Rayyan,Bu Hamour,Residence,525,505.403
2020-02-20,Al Rayyan,New Al Rayyan,Residence,455,408.362
2020-02-17,Al Rayyan,Muraikh,Vacant Land,510,364.323
